Hotel,Liked,Disliked,Score
Hotel Forest Beach,,"The food. It was very varied, but with very bad products. The meat smelled, it smelled stale, and even though the cooks were trying, there's no way you could do anything good with a bad product. The dishes were being altered. Today rice for the side, tomorrow the same rice with seafood or meat.",10.0
Hotel Forest Beach,"Great breakfast, like all meals",nothing to reproach,10.0
Hotel Forest Beach,,"They clean very poorly, there are stains on the floor, the sewerage is clogged, in the bathroom there is always dirt and water emerges from the drain, a lot of hair, sand. Dust, mirrors, glass dirty. We went with a 7-month-old child to rest, it was impossible to let him crawl on the floor, it was so dirty. and even after it was ""washed"". Moreover, such caustic chemistry that the whole day I had to weather the room. The beach is covered in sticks, cigarette butts, seed husks. The beach is far away. The food is terrible, monotonous and absolutely not useful. Snacks fried donuts and pizza from the leftover sausages from the table every day the same thing .. Breakfast is generally the same every day. It's scarce. The bar either works or not, then they make coffee, then they put signs that the bar is only from 11 ... whoever you ask, no one knows anything, chaos and a mess. everything that was stated in the brochure for those who took all inclusive is not fulfilled - no cleaning, no entertainment for children, everything was already closed! said the end of the season, is that the answer. we won't go again!",2.9
Hotel Forest Beach,"The room was great, I loved everything in the room. I didn't like it, nobody cleaned it for five days, they just changed the towels and threw out the trash and that made it worse.","Common areas: The restaurants, the bar, the toilets were filthy, the dirtiest place we've ever been. Our hands were glued to the tables. The food was varied, but tasteless. Very, very dirty.",2.5
Hotel Forest Beach,,"Dirty everywhere, full of spiders, toilets in the canteen - a nightmare! The only plus is that the rooms are nicely decorated",4.2
Hotel Forest Beach,The room and the hotel's location are lovely.,"Some common areas - the bathrooms/toilets around the kids' club near the beach have not been cleaned in a long time. Breakfast sausages are tragic, I wouldn't touch them. Better to have one normal than five types of dog joy.",10.0
Hotel Forest Beach,,Rooms were not cleaned.,5.0
Hotel Forest Beach,The hotel's proximity to the beach.,"It's not maintained. It's not clean properly. The food was all one-liner, and there was no hygiene, everyone was digging through the food. The water in the pool didn't look clean.",3.3
Hotel Forest Beach,The attitude of the reception staff and the animators. The room was uniquely designed. The beach was clean and maintained.,Cleaning of the rooms and the restaurant was not on the level. The lack of staff was felt. A complete lack of culture for not a small part of the resting.,9.2
Hotel Forest Beach,Quiet peace and good food,,10.0
Hotel Forest Beach,A great place to relax for families with young children.,,10.0
Hotel Forest Beach,"The photos of the hotel uploaded to the booking correspond to 100% of a very nice (maintained) hotel with a wonderful staff, varied and delicious food.Clean pools and varied programs every night.","Some mosquitoes in the evening for a while, but in the forest, there's no way.",10.0
Hotel Forest Beach,"We liked the spacious rooms and the proximity to the beach, and the main restaurant was varied.","We didn't like the way the staff treated you and the cleanliness. The staff were entirely foreign, who barely understood Bulgarian or English, were extremely rude and impudent. Rooms and terraces were not well cleaned for value. We wouldn't go there again. The children's animation was under scrutiny!",3.8
Hotel Forest Beach,"Good breakfast, but the nonfat sausages and salami are disgusting.","The food was pretty good. But the cooked dishes were delicious. I guess chefs are very weak..Don't they have cookbooks or read Bulgarian recipes on the Internet?",10.0
Hotel Forest Beach,"Plus: The beach is close and the pool is large and pleasant. Pool library is available. .At this high price, it's not worth the visit at all.","1. I don't know what they've been renovating, but the base is terrible. She's still socialist. The photos of the rooms are very photographic and do not match the reality. .2. Hygiene's at a very low level. The rooms are cleaned on the surface and only the trash can is discarded..3. When we first got settled in, there were stains on the couch, a web, dirty glasses, hair in the bathroom, and so on. n. It's a pretty unpleasant sight. .4. The all-inclusive menu sucks. You fill the plate with a variety of dishes, and you can't eat one. The products are from the cheapest, Derby, and cheap starch pastries. The lines are miles long, and you have to wait an hour for pancakes, and they zip you in front of you because it's past your curfew, and you're left with an empty plate. Very weak organization. .5. Both the hotel and the restaurant, hygiene is appalling - dirty tables, dishes..6. Friendly staff with rustic manners, both receptionist and janitor. The waiters looked extremely tortured. I felt sorry for him..7. A group of three people play at dinner several days a week with tambourines, drums and guitar. It's nice for the first five minutes, But when they're already passing the tables and singing Shushana you move to another place and your dinner breaks down. They don't impose their tip basket, which is hung on the drums, but isn't that one of the goals....8. It's true there are games, beach volleyball, Zumba, but for the 50th time you listen to the same song with the same repertoire, you get sick.",2.9
