,Unnamed: 0,Hotel,Liked,Disliked,Score,Combined comment
2352,3869,Ibis Sofia Airport Hotel,"Very clean, the room is not big but well organized. Heating (I stayed in December) worked very well. The receptionists were very helpful. No cigarette smell anywhere. The shuttle was not available when I needed it early in the morning but they ordered a taxi and paid for it!.","The walls are very thin. I woke up in the middle of the night because somebody was up in the room next to me - opening drawers, etc. The person did not make any excessive noise but it felt as if he was in my room. I could not sleep after that..",7.0,"Very clean, the room is not big but well organized. Heating (I stayed in December) worked very well. The receptionists were very helpful. No cigarette smell anywhere. The shuttle was not available when I needed it early in the morning but they ordered a taxi and paid for it!. The walls are very thin. I woke up in the middle of the night because somebody was up in the room next to me - opening drawers, etc. The person did not make any excessive noise but it felt as if he was in my room. I could not sleep after that.."
2353,3870,Ibis Sofia Airport Hotel,I was just there for one night due to a missed flight but that stay was what I needed. A very clean room and a very comfortable bed..,Why was there no hand soap in the bath?.,7.0,I was just there for one night due to a missed flight but that stay was what I needed. A very clean room and a very comfortable bed.. Why was there no hand soap in the bath?.
2354,3871,Ibis Sofia Airport Hotel,Terminaltransfer.,,7.0,Terminaltransfer. 
2355,3872,Ibis Sofia Airport Hotel,..,..,8.0,.. ..
2356,3873,Ibis Sofia Airport Hotel,"Fine, clean, welcoming and convenient place near the airport..",,9.0,"Fine, clean, welcoming and convenient place near the airport.. "
2357,3874,Ibis Sofia Airport Hotel,"clean room, nice little staff, shuttle to airport.",bad wifi.,8.0,"clean room, nice little staff, shuttle to airport. bad wifi."
2358,3875,Ibis Sofia Airport Hotel,Great location next to the airport. Free airport shuttle. Friendly staff.,,8.0,Great location next to the airport. Free airport shuttle. Friendly staff. 
2359,3876,Ibis Sofia Airport Hotel,"The free shuttle service was great! I recommend this hotel if you have a layover in Sofia, it’s only 5 minutes away from the airport..",,8.0,"The free shuttle service was great! I recommend this hotel if you have a layover in Sofia, it’s only 5 minutes away from the airport.. "
2360,3877,Ibis Sofia Airport Hotel,"They have their own minibuses and they pick you up to or from the airport. These services are free, but they ask me to sight up for morning pick up to the airport and my bill end up a little bit more expensive, so Iam not really sure..",Firstly they sent me to used room which was not fixed! The air-conditioning was switching off all the time as and the TV. The Internet disappeared in one point....,7.0,"They have their own minibuses and they pick you up to or from the airport. These services are free, but they ask me to sight up for morning pick up to the airport and my bill end up a little bit more expensive, so Iam not really sure.. Firstly they sent me to used room which was not fixed! The air-conditioning was switching off all the time as and the TV. The Internet disappeared in one point...."
2361,3878,Ibis Sofia Airport Hotel,"Close to airport. Staff ordered taxi immediately when one was requested. Room very tidy, with a great shower..",No kettle in bedroom..,9.0,"Close to airport. Staff ordered taxi immediately when one was requested. Room very tidy, with a great shower.. No kettle in bedroom.."
2362,3879,Ibis Sofia Airport Hotel,The ibis is not my first choice for airport hotel but it is a good value hotel convenient to the airport.When we stay here we go out to lunch as the food and ambience is for short stay stop over.,Still no decent tv or tea coffee machine not even water.,7.0,The ibis is not my first choice for airport hotel but it is a good value hotel convenient to the airport.When we stay here we go out to lunch as the food and ambience is for short stay stop over. Still no decent tv or tea coffee machine not even water.
2363,3880,Ibis Sofia Airport Hotel,Good location and the shuttle bus driver was very pleasant. Comfy bed and clean room and bathroom..,Tiny TV and make sure to book your place at the shuttle bus as limited spaces but no one tells you about.,8.0,Good location and the shuttle bus driver was very pleasant. Comfy bed and clean room and bathroom.. Tiny TV and make sure to book your place at the shuttle bus as limited spaces but no one tells you about.
2364,3881,Ibis Sofia Airport Hotel,"Very good location, close to the airport and free shutlle service. Room confortable and good relation quality/price.","Poor service at check out, unfriendly..",8.0,"Very good location, close to the airport and free shutlle service. Room confortable and good relation quality/price. Poor service at check out, unfriendly.."
2365,3882,Ibis Sofia Airport Hotel,Convenient to airport and for flights arriving at 3am - shuttle service is swift once you make the phone call.,,6.0,Convenient to airport and for flights arriving at 3am - shuttle service is swift once you make the phone call. 
2366,3883,Ibis Sofia Airport Hotel,"Ibis style, I got what I was expecting..Very close to the airport, with free bus shuttle. The hotel restaurant prepares local Bulgarian dishes. Checkin and checkout were done in seconds..","The bathroom/ toilet was not clean!.Bed was a bit noisy. .The shuttle bus can get full when all guests want to leave at the same time , so make sure to schedule it 10-20min earlier than you intended..",7.0,"Ibis style, I got what I was expecting..Very close to the airport, with free bus shuttle. The hotel restaurant prepares local Bulgarian dishes. Checkin and checkout were done in seconds.. The bathroom/ toilet was not clean!.Bed was a bit noisy. .The shuttle bus can get full when all guests want to leave at the same time , so make sure to schedule it 10-20min earlier than you intended.."
2367,3884,Ibis Sofia Airport Hotel,Very close to the airport; the free shuttle.,No breakfast included.,6.0,Very close to the airport; the free shuttle. No breakfast included.
2368,3885,Ibis Sofia Airport Hotel,Close to the hotel and with shuttle available.,,7.0,Close to the hotel and with shuttle available. 
2369,3886,Ibis Sofia Airport Hotel,Clean and good location.,Very small room.,6.0,Clean and good location. Very small room.
2370,3887,Ibis Sofia Airport Hotel,Room was nice. Close to the airport. Price of taxi to the center is about 12 Leva don't pay much more!.,"Hard to find public transportation to center. No refrigerator in room. The description said breakfast was served from 4, when really it starts at 6:30. Very disappointing to hear. Also I ask the property in advance about shattel service and was told that it is available any time, but actually you need to sign up for it in advance and it is available every 20 minutes..",8.0,"Room was nice. Close to the airport. Price of taxi to the center is about 12 Leva don't pay much more!. Hard to find public transportation to center. No refrigerator in room. The description said breakfast was served from 4, when really it starts at 6:30. Very disappointing to hear. Also I ask the property in advance about shattel service and was told that it is available any time, but actually you need to sign up for it in advance and it is available every 20 minutes.."
2371,3888,Ibis Sofia Airport Hotel,"Convenient location to airport which is good for an early morning flight.  Good value, friendly reception, clean room, comfortable bed..",Would have been nice to have take-away breakfasts for early flights.  Walls are a bit thin as heard other guests coming and going in hall. But everything was ideal for what I needed..,8.0,"Convenient location to airport which is good for an early morning flight.  Good value, friendly reception, clean room, comfortable bed.. Would have been nice to have take-away breakfasts for early flights.  Walls are a bit thin as heard other guests coming and going in hall. But everything was ideal for what I needed.."
2372,3889,Ibis Sofia Airport Hotel,"Good location, free shuttle, clean room, friendly and helpful staff.","- A little bit expensive.- Noisy Heating fans.- Called the hotel for the free airport shuttle, instead of 10 min, it came in 20 min.",7.0,"Good location, free shuttle, clean room, friendly and helpful staff. - A little bit expensive.- Noisy Heating fans.- Called the hotel for the free airport shuttle, instead of 10 min, it came in 20 min."
