Hotel,Liked,Disliked,Score
Park & Spa Hotel Markovo,Worth and luxurious hotel,Far from the center. Without a car do not arrive,8.8
Park & Spa Hotel Markovo,"Comfortable rooms with balcony, standard amenities, attentive and smiling staff, excellent behaviour and service and fantastic breakfast",The only negative point I can make is the distance from the city of Plovdiv.,9.2
Park & Spa Hotel Markovo,Wonderful place an oasis of peace,,10.0
Park & Spa Hotel Markovo,,"Definitely hotels overstated in Bulgaria. In other cities of Europe, those who prefer 8 more must choose 9 more.",7.9
Park & Spa Hotel Markovo,"Friendly room, nice pool, great food.",There's no ATM around here.,8.8
Park & Spa Hotel Markovo,"Clean, quiet, friendly staff.",,8.8
Park & Spa Hotel Markovo,Room wide clean,,7.5
Park & Spa Hotel Markovo,"Our stay was peaceful and relaxing. .The people who work here are great. .Perfectly clean, congratulations!",,9.6
Park & Spa Hotel Markovo,Location 👍,Nothing.,8.3
Park & Spa Hotel Markovo,Beautiful facility and very well organized. Incredibly nice girls at the front desk ready to help with everything. Thank you.,Nothing,10.0
Park & Spa Hotel Markovo,,No drinks after 11:00 p.m. I don't like the sound of that.,10.0
Park & Spa Hotel Markovo,"Great hotel, very clean.Facilities at the top (outdoor pool, indoor pool, many comfortable deckchairs, spa, steam baths etc...)- Excellent breakfast (sleeping, bathroom, balcony)","Lots of people in and around the pool on Sunday while it is reserved for hotel guests, which obviously wasn't the case. .So crowded parking.Building and garden work in progress .View on the mountain is not great.",9.6
Park & Spa Hotel Markovo,It's a great place. I'm very pleased. Everything was on the level.,,10.0
Park & Spa Hotel Markovo,Amazing cuisine! Cozy rooms.,,10.0
Park & Spa Hotel Markovo,"Everything else was great.Pool area, sauna and spa were very nicely designed","Breakfast was actually until 10 o'clock, but from half past nine there was hardly any bread, not enough plates, glasses, cutlery etc.",9.2
Park & Spa Hotel Markovo,The breakfast is wonderful. The spa is acceptable with a good view of the city.,It's time to make repairs. Smell in the corridors.,8.8
Park & Spa Hotel Markovo,"Great hotel, great environment, cleanliness, polite maids asking when you tell them you have everything you need to know if you still need anything extra! - Good job.","The staff at the LOVE BAR are writing bills due to overcrowding. I mean, I'm... You pay for things you didn't order."" They put you on a table that's not clean, and then it stays that way. But the hotel is great.",9.6
Park & Spa Hotel Markovo,"Everything was exactly as described wherever you look for the hotel, the rooms, the swimming pools, the restaurant, the spa, all nice and neat.","The only thing we didn't like was the ruckus of the street, which is undone by closing the door secretly... ask for a room on the pool side or in the back.",10.0
Park & Spa Hotel Markovo,The outdoor pool is well-maintained,The value for money ratio. Exceptionally high prices at the restaurant and pool bar.,7.9
Park & Spa Hotel Markovo,"A pleasant atmosphere, a very clean, great restaurant with views.","Our room was hot as hell, 28 degrees. We called in a technician who managed to get the temperature down to 80 degrees...",8.8
Park & Spa Hotel Markovo,"95% of the time, it's my high expectations, and it's worth it. If I come to Plovdiv, I'll choose this hotel again without risking any other place.","The only problem was that the air conditioning couldn't keep up, and it was hard and it was slowly cooling the room, which is not a small problem, especially when it's 30 and above 30C. Everything else was okay, real 4 stars, not to mention almost 5.",9.6
Park & Spa Hotel Markovo,Compliments of the hotel upon check-in.,,9.6
Park & Spa Hotel Markovo,Comfort location,Room service,8.3
Park & Spa Hotel Markovo,"Deluxe Room with Balcony - the right choice. Clean, modernly furnished with a view to detail, a large and very comfortable bedroom, a clean and modernly furnished bathroom, extra spacious, 10/10. The spa may be better, it is small, not the main advantage of the hotel, but still sufficient. The fitness centre and indoor pool are a great asset. Clean, medium-sized outdoor pool. The outdoor park is extremely well-maintained, beautiful. The kids' corner will love it.","The restaurant is well-equipped with a spacious glass-covered smoking area. However, the smell there is stagnant and much heavier than usual for such premises. It's good to think of better ventilation/air conditioning.",10.0
Park & Spa Hotel Markovo,"I liked everything. Starting from the uniform of all the staff to the restaurant. On the street, the territory was licked by every blade of grass",There was construction going on in the street. But this is not a minus if you know what a person is investing in his business to expand,10.0
Park & Spa Hotel Markovo,Cleaning was not done properly only once in the room,Works and music very noisy and not very relaxing.. massages not a minute more to see a little less,7.9
Park & Spa Hotel Markovo,"We are very impressed with the exclusive (rich and delicious, varied) breakfast, the healthy massages and the spa area, the enchanting views of the city and the mountains. Regarding the overall design and technological performance of the hotel's details and architecture, we have some remarks - but they are more of a whim and an aesthetic disagreement. The overall score is very good, and the staff was extremely friendly and kind!",Small,8.0
Park & Spa Hotel Markovo,Spa,Room view,8.3
Park & Spa Hotel Markovo,Nice garden to the hotel.,There's no water dispenser in the spa.,7.9
Park & Spa Hotel Markovo,Great breakfast and dinner!,,8.8
Park & Spa Hotel Markovo,"It's a nice place, especially for people with kids. There is a nice children's area with indoor and outdoor areas, lots of greenery, a small zoo. Nice view of Plovdiv.",There's a lot to be desired for hygiene. I feel like they didn't vacuum every day and there was visible garbage on the carpet.,7.9
Park & Spa Hotel Markovo,It's all about the high ground. The spa is unique.,"No, no, no, no, no, no, no, no.",10.0
Park & Spa Hotel Markovo,"Everything is beautiful, you are worthy of a fifth star. Great design and a well-formed park.",Toilet paper may be of the quality,10.0
Park & Spa Hotel Markovo,"A lovely hotel, clean and spacious rooms, friendly staff, a very nice and rich breakfast.",,10.0
Park & Spa Hotel Markovo,A very helpful staff. Rich breakfast. Delicious food at the restaurant.,,10.0
Park & Spa Hotel Markovo,Hotel facilities and proximity to Plovdiv.,,7.5
Park & Spa Hotel Markovo,The comfort of the room and the parking in the same enclosure. Breakfast was very good.,,7.5
Park & Spa Hotel Markovo,All,,9.6
Park & Spa Hotel Markovo,The staff attributed facilities to children,The pool did not operate during the stay,9.2
Park & Spa Hotel Markovo,"We loved the service. They were all very kind and friendly, and the cleanliness of the rooms, the location, the pool and breakfast.","The food at the restaurant. It's not appropriate for a restaurant of this level to serve the raw meatballs we ordered for our child and then the chefs to deny that they're raw, provided that both the waiter and the manager were of the same opinion as us. We also ordered wild onion potatoes, and they brought us mashed potatoes. We ordered a pork chop filled with mozzarella, and we got a pork chop wrapped in cheese.",9.6
Park & Spa Hotel Markovo,Spa center. Comfortable bed. Breakfast. Room / bed size very ok. Cleanliness.,"Quite far from Plovdiv, you can drive 15-20 minutes to the city center",8.8
Park & Spa Hotel Markovo,"We loved it all. We even extended our stay! Great staff, very clean spa, pool, exclusive breakfast. Rooms are bright, spacious, mega comfortable! We'll be back!",We have no complaints or remarks.,10.0
Park & Spa Hotel Markovo,A clean and tidy hotel,Everything would be included for the price.,8.8
Park & Spa Hotel Markovo,Everything,nothing,10.0
Park & Spa Hotel Markovo,Breakfast is excellent. Staff at the restaurant are very friendly. Great young people. Restaurant setting is excellent.,"The staff who clean the rooms and spa could pay more attention to the corners of the premises, not just the middle. To clean the spa at times when it's not used, not to sweep at people's feet and somehow focus on the team that cleans the rooms because women are extremely nice and friendly, but to give the impression that they're subordinate to others who... speak loudly, temper and other things that don't make the best impression.",9.2
