,Unnamed: 0,Unnamed: 0.1,Hotel,Liked,Disliked,Score,Combined comment
1701,2099,3388,Mirage Hotel,Everything's great.The staff is very friendly.Breakfast is varied and delicious.The location is unique and the view from the hotel is amazing.,,10.0,Everything's great.The staff is very friendly.Breakfast is varied and delicious.The location is unique and the view from the hotel is amazing. 
1702,2100,3389,Mirage Hotel,It's great that he's on the front line and he takes the elevator directly to the beach.,,10.0,It's great that he's on the front line and he takes the elevator directly to the beach. 
1703,2101,3390,Mirage Hotel,Camp,was too little vegetarian food,8.0,Camp was too little vegetarian food
1704,2102,3391,Mirage Hotel,"Location very good, right on the beach. Great view of the sea and the old town of Nessebar. walk to old town about 15-20 minutes. Check in In / out fast and friendly. Staff doesn't speak German. Communication in English but possible. No safe in the room, only at reception. Bathroom very clean. Carpet in the room slightly dirty. DeskShelf is sticky. Bed good. 4 sockets available. Prices of the minibar cheap. Kettle in the room. Drinks at the bar cheap. Tables at the bar partly still dirty at 10:00 in the morning.  .Breakfast very basic. 2-3 Cold cuts, 1-2 kinds of sliced cheese. One sort of pram and cream cheese. Fried eggs and hard boiled eggs were good. English breakfast available, was not tried by me. 2 types of juice (concentrate) Only 2 types of bread (white bread ok, brown bread very dry) Some fruit, pancakes and little pieces of cake. Overall, the breakfast was below average. Coffee lt. fellow travelers good.  Overall, value for money is good. If you like to go to the beach and do not attach much importance to breakfast, you can spend a nice holiday in the Hotel Mirage.","Breakfast, cleaning of the tables at the bar. Cleaning of the desk in the room.",7.0,"Location very good, right on the beach. Great view of the sea and the old town of Nessebar. walk to old town about 15-20 minutes. Check in In / out fast and friendly. Staff doesn't speak German. Communication in English but possible. No safe in the room, only at reception. Bathroom very clean. Carpet in the room slightly dirty. DeskShelf is sticky. Bed good. 4 sockets available. Prices of the minibar cheap. Kettle in the room. Drinks at the bar cheap. Tables at the bar partly still dirty at 10:00 in the morning.  .Breakfast very basic. 2-3 Cold cuts, 1-2 kinds of sliced cheese. One sort of pram and cream cheese. Fried eggs and hard boiled eggs were good. English breakfast available, was not tried by me. 2 types of juice (concentrate) Only 2 types of bread (white bread ok, brown bread very dry) Some fruit, pancakes and little pieces of cake. Overall, the breakfast was below average. Coffee lt. fellow travelers good.  Overall, value for money is good. If you like to go to the beach and do not attach much importance to breakfast, you can spend a nice holiday in the Hotel Mirage. Breakfast, cleaning of the tables at the bar. Cleaning of the desk in the room."
1705,2103,3392,Mirage Hotel,"a wonderful hotel, on the quiet beach, impeccable cleanliness, super breakfast, served in a restaurant overlooking the sea, clean, soundproofed, beautiful, we will return with pleasure, young and very friendly staff",-,10.0,"a wonderful hotel, on the quiet beach, impeccable cleanliness, super breakfast, served in a restaurant overlooking the sea, clean, soundproofed, beautiful, we will return with pleasure, young and very friendly staff -"
1706,2104,3393,Mirage Hotel,"a wonderful hotel, on the quiet beach, impeccable cleanliness, super breakfast, served in a restaurant overlooking the sea, clean, soundproofed, beautiful, we will return with pleasure, young and very friendly staff",-,10.0,"a wonderful hotel, on the quiet beach, impeccable cleanliness, super breakfast, served in a restaurant overlooking the sea, clean, soundproofed, beautiful, we will return with pleasure, young and very friendly staff -"
1707,2105,3394,Mirage Hotel,Liked everything!,The Internet in the room was very weak The beach was covered in cigarette butts,10.0,Liked everything! The Internet in the room was very weak The beach was covered in cigarette butts
1708,2106,3395,Mirage Hotel,The location is beautiful. The hotel is cosy and nice.,,8.0,The location is beautiful. The hotel is cosy and nice. 
1709,2107,3396,Mirage Hotel,Super location with amazing views of the black sea. Good full breakfast.,Bathroom: high step bath for taking a shower. There's no more shower curtain.,8.0,Super location with amazing views of the black sea. Good full breakfast. Bathroom: high step bath for taking a shower. There's no more shower curtain.
1710,2108,3397,Mirage Hotel,The location on the sea front.,Nothing in particular,7.0,The location on the sea front. Nothing in particular
1711,2109,3398,Mirage Hotel,"Good breakfast and excellent location, especially liked the exit from the hotel directly to the sea!",Bathroom: dark and not well ventilated. The room is also dark.,10.0,"Good breakfast and excellent location, especially liked the exit from the hotel directly to the sea! Bathroom: dark and not well ventilated. The room is also dark."
1712,2110,3399,Mirage Hotel,The location is perfect. Beautiful sea view. Breakfast rich and room cleaning too great. Absolutely satisfied.,,10.0,The location is perfect. Beautiful sea view. Breakfast rich and room cleaning too great. Absolutely satisfied. 
1713,2111,3400,Mirage Hotel,"This is my second time at the hotel and I just dare to recommend it. The staff is kind, the cleaning adapts to the guests and if needed every day the guest can get it. We couldn't complain about breakfast. The location of the hotel is more than excellent.",,10.0,"This is my second time at the hotel and I just dare to recommend it. The staff is kind, the cleaning adapts to the guests and if needed every day the guest can get it. We couldn't complain about breakfast. The location of the hotel is more than excellent. "
1714,2112,3401,Mirage Hotel,The location,Breakfast a bit poor,9.0,The location Breakfast a bit poor
1715,2113,3402,Mirage Hotel,"The stunning view from the room's terrace. That you're going straight to the beach from the elevator. Food is varied, with little exceptions. You can count on it in the parking lot.",Please note that it is not normal to have sun loungers and parasols at the hotel at an additional cost. I definitely don't like this.,8.0,"The stunning view from the room's terrace. That you're going straight to the beach from the elevator. Food is varied, with little exceptions. You can count on it in the parking lot. Please note that it is not normal to have sun loungers and parasols at the hotel at an additional cost. I definitely don't like this."
1716,2114,3403,Mirage Hotel,The sea view from the room was a dream,,9.0,The sea view from the room was a dream 
1717,2115,3404,Mirage Hotel,"Cleanliness, scenery, friendliness of staff",Everything was gorgeous,10.0,"Cleanliness, scenery, friendliness of staff Everything was gorgeous"
1718,2116,3405,Mirage Hotel,"Location, beach, food, comfort.",I was not informed of the extra payment for the minibar!,9.0,"Location, beach, food, comfort. I was not informed of the extra payment for the minibar!"
1719,2117,3406,Mirage Hotel,"Everything was great, great view from the room, and you take the elevator directly to the beach?",,10.0,"Everything was great, great view from the room, and you take the elevator directly to the beach? "
