,Unnamed: 0,Hotel,Liked,Disliked,Score,Combined comment
1686,2485,Bononia Hotel,It is located right in the city centre.,There was only hot water in the morning.,7.0,It is located right in the city centre. There was only hot water in the morning.
1687,2486,Bononia Hotel,"Although without excessive luxury, the hotel provides everything you need for your stay. there is a café-bar and a restaurant, which is convenient. At the same time, it's quiet and peaceful. Great location - up to the G.P. railway station, sights, pubs, beautiful park, Danube river and central city. We are pleased that we chose the hotel for our stay.",minor details in the bathroom furniture.,8.0,"Although without excessive luxury, the hotel provides everything you need for your stay. there is a café-bar and a restaurant, which is convenient. At the same time, it's quiet and peaceful. Great location - up to the G.P. railway station, sights, pubs, beautiful park, Danube river and central city. We are pleased that we chose the hotel for our stay. minor details in the bathroom furniture."
1688,2487,Bononia Hotel,"Great location, close to the river and the fortress.",Breakfast may be a little more varied.,8.0,"Great location, close to the river and the fortress. Breakfast may be a little more varied."
1689,2488,Bononia Hotel,"Friendly staff, great location, cleanliness.",Only accept local currency at the restaurant.,8.0,"Friendly staff, great location, cleanliness. Only accept local currency at the restaurant."
1690,2489,Bononia Hotel,"For me, this hotel is a very comfortable, large parking lot, downtown. Staff at the reception are very polite and literate..Everything in my room worked.",,8.0,"For me, this hotel is a very comfortable, large parking lot, downtown. Staff at the reception are very polite and literate..Everything in my room worked. "
1691,2490,Bononia Hotel,"The location, the young boy at the reception was very kind and willing to help.","The breakfast served, the waitress and the bartender at the café.I was dark and smelling a lot of cigarettes.Also the smell of a canal in the room coming from the bathroom.",7.0,"The location, the young boy at the reception was very kind and willing to help. The breakfast served, the waitress and the bartender at the café.I was dark and smelling a lot of cigarettes.Also the smell of a canal in the room coming from the bathroom."
1692,2491,Bononia Hotel,"The central location. The restaurant is very good, very good and rich breakfast, but not included in the room rate.","Uncomfortable mattresses and pillows, slippery tiles in the bathroom, which also has no ventilation.",5.0,"The central location. The restaurant is very good, very good and rich breakfast, but not included in the room rate. Uncomfortable mattresses and pillows, slippery tiles in the bathroom, which also has no ventilation."
1693,2492,Bononia Hotel,near the city center,the smell of permanent sewer -bugs in the room,5.0,near the city center the smell of permanent sewer -bugs in the room
1694,2493,Bononia Hotel,It's lovely and well prepared.,I have no objections!,10.0,It's lovely and well prepared. I have no objections!
1695,2494,Bononia Hotel,"The second morning, we waited for breakfast for over an hour.","We ordered them with two beds, all bedrooms, only one with two beds.",3.0,"The second morning, we waited for breakfast for over an hour. We ordered them with two beds, all bedrooms, only one with two beds."
1696,2495,Bononia Hotel,,Great smell of sewage in the room. You couldn't breathe with the windows open.,5.0, Great smell of sewage in the room. You couldn't breathe with the windows open.
1697,2496,Bononia Hotel,Room was big.There was a large balcony. Everything worked in the bathroom.Location of the hotel close to the city center.,,,
1698,.Free parking.,"We were at the hotel on Friday. There was loud music playing in the bar downstairs until well after midnight and the guests were very loud. Our room was at the back of the main car park. Until the last guest drove home, heard.you hear the loud entertainment and the cars leaving, which was the case until the morning hours.",4.0,"Room was big.There was a large balcony. Everything worked in the bathroom.Location of the hotel close to the city center..Free parking. We were at the hotel on Friday. There was loud music playing in the bar downstairs until well after midnight and the guests were very loud. Our room was at the back of the main car park. Until the last guest drove home, heard.you hear the loud entertainment and the cars leaving, which was the case until the morning hours.",,
1699,2497,Bononia Hotel,Personal items 6. The restaurant is on the level and the grill chef is perfect,"The rooms smell like old mold... I felt like they never checked. The wallpaper is already self-plastering... the carpet is terrible, maybe 30 years old, they can tell you the story of the hotel with the stains.",3.0,"Personal items 6. The restaurant is on the level and the grill chef is perfect The rooms smell like old mold... I felt like they never checked. The wallpaper is already self-plastering... the carpet is terrible, maybe 30 years old, they can tell you the story of the hotel with the stains."
1700,2498,Bononia Hotel,The hotel’s staff is trying to make amends,The hotel is getting very old.,6.0,The hotel’s staff is trying to make amends The hotel is getting very old.
1701,2499,Bononia Hotel,"Breakfast is a long wait for three slices of cheese, ham toast and butter.There's no choice but to make two, three breakfast options.","There could be a hot water kettle in the room with tea bags, sugar.",5.0,"Breakfast is a long wait for three slices of cheese, ham toast and butter.There's no choice but to make two, three breakfast options. There could be a hot water kettle in the room with tea bags, sugar."
1702,2500,Bononia Hotel,Location,Non-professional staff. Old furniture. The bathroom is crazy,5.0,Location Non-professional staff. Old furniture. The bathroom is crazy
1703,2501,Bononia Hotel,The girl having breakfast was very nice! Free parking.,,10.0,The girl having breakfast was very nice! Free parking. 
1704,2502,Bononia Hotel,Everything is perfect,,10.0,Everything is perfect 
1705,2503,Bononia Hotel,"Excellent location, right in the city centre, next to the lovely Danube garden.",Renovated rooms with amenities but with vintage windows.,6.0,"Excellent location, right in the city centre, next to the lovely Danube garden. Renovated rooms with amenities but with vintage windows."
